[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.12, 345.06, 23.89, -0.25]
[-0.31, -87.12, 345.06, 23.89, -0.25]
[-0.31, -87.12, 345.06, 23.89, -0.25]
[-0.31, -87.12, 345.06, 23.89, -0.24]
[-0.31, -87.12, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.25]
[-0.31, -87.19, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.25]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.25, 345.0, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.19, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.25]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.31, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.88, -0.24]
[-0.25, -87.25, 345.06, 23.88, -0.24]
[-0.25, -87.25, 345.06, 23.88, -0.24]
[-0.25, -87.25, 345.06, 23.88, -0.24]
[-0.25, -87.25, 345.06, 23.88, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.25]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
[-0.25, -87.25, 345.06, 23.89, -0.24]
