[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 0, 0, 0.0]
[0.0, 0.0, 0.0, 23.64, 0, 0.0]
[0.0, 0.0, 0.0, 23.64, -5.63, 0.0]
[0.0, 0.0, 0.0, 23.64, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.64, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.64, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.69, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.69, -5.62, 0.0]
[-155.88, 77.62, 359.94, 23.69, -5.62, 0.0]
[-155.88, 77.62, 359.94, 23.69, -5.62, 0.0]
[-155.88, 77.62, 359.94, 23.69, -5.62, 0.0]
[-155.88, 77.62, 359.94, 23.72, -5.62, 0.0]
[-155.88, 77.62, 359.94, 23.72, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.72, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.72, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.72, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.63, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.65, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.65, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.65, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.65, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.65, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.66, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.66, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.66, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.66, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.66, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.68, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.68, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.68, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.68, 0.0]
[-155.88, 77.62, 359.94, 23.73, -5.68, 0.0]
